1 0.1009E-02 1 0 0 1
1 0.8795E-03 1 0 0 1
1 0.2661E-04 1 0 0 1
1 0.4165E-03 1 0 1 2
1 0.5603E-03 1 0 0 1
1 0.1329E-02 1 0 0 1
1 0.5608E-03 1 0 0 1
1 0.3410E-03 1 0 0 1
1 0.3052E-03 1 0 0 1
1 0.4384E-04 1 0 0 1
1 0.2297E-02 1 0 1 2
1 0.1170E-02 1 0 0 1
1 0.2294E-02 1 0 0 1
1 0.1085E-02 1 0 0 1
1 0.1750E-03 1 0 0 1
1 0.1515E-03 1 0 0 1
1 0.1091E-02 1 0 0 1
1 0.3685E-03 1 0 0 1
1 0.2183E-04 1 0 0 1
1 0.1351E-02 1 0 0 1
1 0.4769E-03 1 0 0 1
1 0.2136E-02 1 0 0 1
1 0.1488E-02 1 0 0 1
1 0.5800E-03 1 0 0 1
1 0.4041E-03 1 0 0 1
1 0.4100E-02 1 0 1 2
1 0.1376E-02 1 0 0 1
1 0.1119E-02 1 0 0 1
1 0.1890E-02 1 0 0 1
1 0.4478E-03 1 0 0 1
1 0.1538E-02 1 0 1 2
1 0.1528E-02 1 0 0 1
1 0.8468E-03 1 0 0 1
1 0.1597E-02 1 0 0 1
1 0.1107E-02 1 0 1 2
1 0.8541E-03 1 0 0 1
1 0.4187E-03 1 0 0 1
1 0.1104E-03 1 0 0 1
1 0.1712E-02 1 0 0 1
1 0.3261E-03 1 0 0 1
1 0.1103E-02 1 0 0 1
1 0.3123E-04 1 0 0 1
1 0.2775E-03 1 0 0 1
1 0.1252E-04 1 0 0 1
1 0.2989E-02 1 0 0 1
1 0.4103E-03 1 0 0 1
1 0.6222E-03 1 0 0 1
1 0.2564E-03 1 0 0 1
1 0.1839E-02 1 0 0 1
1 0.6533E-03 1 0 0 1
1 0.4203E-03 1 0 0 1
1 0.7448E-03 1 0 0 1
1 0.2020E-03 1 0 0 1
1 0.1730E-02 1 0 1 2
1 0.7212E-03 1 0 0 1
1 0.6902E-04 1 0 0 1
1 0.3655E-03 1 0 0 1
1 0.3363E-03 1 0 0 1
1 0.1225E-03 1 0 0 1
1 0.4840E-04 1 0 0 1
1 0.2272E-02 1 0 0 1
1 0.2682E-03 1 0 0 1
1 0.5300E-02 1 0 0 1
1 0.1153E-02 1 0 0 1
1 0.1666E-02 1 0 0 1
1 0.1049E-04 1 0 0 1
1 0.5491E-03 1 0 0 1
1 0.1440E-02 1 0 0 1
1 0.1360E-02 1 0 1 2
1 0.1996E-02 1 0 0 1
1 0.6789E-04 1 0 0 1
1 0.2610E-02 1 0 1 2
1 0.2267E-02 1 0 0 1
1 0.1352E-02 1 0 0 1
1 0.3809E-03 1 0 0 1
1 0.8082E-03 1 0 0 1
1 0.8933E-03 1 0 0 1
1 0.3272E-04 1 0 0 1
1 0.4252E-03 1 0 0 1
