1 1 1708 1002 0.5867
1 2 1655 411 0.2483
2 2 3260 1613 0.4948
2 3 3302 950 0.2877
2 4 3324 514 0.1546
3 3 4954 2310 0.4663
3 4 4946 1493 0.3019
3 5 4857 844 0.1738
3 6 4949 504 0.1018
4 4 6668 2970 0.4454
4 5 6668 2108 0.3161
4 6 6645 1428 0.2149
4 7 6489 813 0.1253
4 8 6600 510 0.7727E-01
5 5 8193 3464 0.4228
5 6 8185 2548 0.3113
5 7 8277 1907 0.2304
5 8 8238 1269 0.1540
5 9 8279 830 0.1003
5 10 8198 455 0.5550E-01
6 6 10031 4218 0.4205
6 7 9978 3252 0.3259
6 8 9850 2351 0.2387
6 9 9990 1772 0.1774
6 10 10053 1250 0.1243
6 11 10019 788 0.7865E-01
6 12 10038 463 0.4612E-01
7 7 11856 4931 0.4159
7 8 11669 3836 0.3287
7 9 11555 2935 0.2540
7 10 11481 2112 0.1840
7 11 11572 1562 0.1350
7 12 11621 1059 0.9113E-01
7 13 11712 741 0.6327E-01
7 14 11784 463 0.3929E-01
8 8 13459 5476 0.4069
8 9 13355 4418 0.3308
8 10 13174 3413 0.2591
8 11 13200 2661 0.2016
8 12 13294 2039 0.1534
8 13 13230 1402 0.1060
8 14 13212 933 0.7062E-01
8 15 13597 768 0.5648E-01
8 16 13446 451 0.3354E-01
9 9 14962 5908 0.3949
9 10 14936 4906 0.3285
9 11 14803 3919 0.2647
9 12 14904 3216 0.2158
9 13 15030 2577 0.1715
9 14 15072 1935 0.1284
9 15 14864 1277 0.8591E-01
9 16 14959 903 0.6036E-01
9 17 15022 590 0.3928E-01
9 18 15038 369 0.2454E-01
10 10 16787 6627 0.3948
10 11 16740 5622 0.3358
10 12 16821 4754 0.2826
10 13 16726 3868 0.2313
10 14 16607 3000 0.1806
10 15 16781 2394 0.1427
10 16 16714 1775 0.1062
10 17 16726 1250 0.7473E-01
10 18 16768 901 0.5373E-01
10 19 16662 524 0.3145E-01
10 20 16706 352 0.2107E-01
11 11 18552 7308 0.3939
11 12 18480 6219 0.3365
11 13 18451 5303 0.2874
11 14 18252 4264 0.2336
11 15 18520 3658 0.1975
11 16 18376 2792 0.1519
11 17 18472 2249 0.1218
11 18 18219 1500 0.8233E-01
11 19 18481 1186 0.6417E-01
11 20 18418 792 0.4300E-01
11 21 17965 398 0.2215E-01
11 22 18161 279 0.1536E-01
12 12 19961 7632 0.3823
12 13 20074 6715 0.3345
12 14 20031 5798 0.2895
12 15 19945 4826 0.2420
12 16 19899 3962 0.1991
12 17 20030 3261 0.1628
12 18 20195 2713 0.1343
