 10 10 1165 4323. 0.2123
 10 15 191 5280. 0.3491E-01
 10 20 8 5503. 0.1452E-02
 15 15 1462 6692. 0.1793
 15 20 374 7858. 0.4543E-01
 15 25 50 8228. 0.6040E-02
 15 30 2 8289. 0.2412E-03
 20 20 1830 9397. 0.1630
 20 25 535 0.1048E+05 0.4858E-01
 20 30 82 0.1094E+05 0.7441E-02
 20 35 7 0.1117E+05 0.6261E-03
 20 40 0 0.1096E+05 0.0000E+00
 25 25 1951 0.1189E+05 0.1409
 25 30 755 0.1313E+05 0.5439E-01
 25 35 150 0.1362E+05 0.1089E-01
 25 40 14 0.1381E+05 0.1013E-02
 25 45 0 0.1391E+05 0.0000E+00
 25 50 0 0.1392E+05 0.0000E+00
 30 30 2328 0.1443E+05 0.1389
 30 35 827 0.1578E+05 0.4979E-01
 30 40 243 0.1653E+05 0.1449E-01
 30 45 42 0.1668E+05 0.2512E-02
 30 50 3 0.1669E+05 0.1797E-03
 30 55 0 0.1664E+05 0.0000E+00
 30 60 0 0.1663E+05 0.0000E+00
 35 35 2447 0.1696E+05 0.1261
 35 40 1012 0.1838E+05 0.5220E-01
 35 45 344 0.1917E+05 0.1763E-01
 35 50 80 0.1943E+05 0.4101E-02
 35 55 7 0.1942E+05 0.3604E-03
 35 60 0 0.1949E+05 0.0000E+00
 35 65 0 0.1931E+05 0.0000E+00
 35 70 0 0.1956E+05 0.0000E+00
 40 40 2493 0.1968E+05 0.1124
 40 45 1169 0.2103E+05 0.5265E-01
 40 50 445 0.2169E+05 0.2011E-01
 40 55 82 0.2205E+05 0.3705E-02
 40 60 16 0.2217E+05 0.7211E-03
 40 65 2 0.2230E+05 0.8966E-04
 40 70 0 0.2197E+05 0.0000E+00
 40 75 0 0.2222E+05 0.0000E+00
 40 80 0 0.2219E+05 0.0000E+00
 45 45 2753 0.2233E+05 0.1098
 45 50 1359 0.2364E+05 0.5436E-01
 45 55 531 0.2432E+05 0.2136E-01
 45 60 125 0.2490E+05 0.4995E-02
 45 65 30 0.2499E+05 0.1199E-02
 45 70 0 0.2499E+05 0.0000E+00
 45 75 0 0.2492E+05 0.0000E+00
 45 80 0 0.2498E+05 0.0000E+00
 45 85 0 0.2499E+05 0.0000E+00
 45 90 0 0.2486E+05 0.0000E+00
 50 50 2951 0.2488E+05 0.1060
 50 55 1519 0.2639E+05 0.5442E-01
 50 60 545 0.2723E+05 0.1962E-01
 50 65 188 0.2753E+05 0.6782E-02
 50 70 39 0.2756E+05 0.1413E-02
 50 75 2 0.2782E+05 0.7188E-04
 50 80 0 0.2788E+05 0.0000E+00
 50 85 0 0.2766E+05 0.0000E+00
 50 90 0 0.2770E+05 0.0000E+00
 50 95 0 0.2778E+05 0.0000E+00
 50 100 0 0.2787E+05 0.0000E+00
 55 55 3081 0.2740E+05 0.1011
 55 60 1707 0.2891E+05 0.5575E-01
 55 65 668 0.2987E+05 0.2188E-01
 55 70 261 0.3042E+05 0.8507E-02
 55 75 59 0.3066E+05 0.1920E-02
 55 80 10 0.3065E+05 0.3262E-03
 55 85 0 0.3040E+05 0.0000E+00
 55 90 0 0.3063E+05 0.0000E+00
 55 95 0 0.3043E+05 0.0000E+00
 55 100 0 0.3039E+05 0.0000E+00
 55 105 0 0.3036E+05 0.0000E+00
 55 110 0 0.3054E+05 0.0000E+00
 60 60 3174 0.3014E+05 0.9527E-01
 60 65 1705 0.3140E+05 0.5150E-01
 60 70 892 0.3231E+05 0.2687E-01
 60 75 273 0.3302E+05 0.8200E-02
 60 80 80 0.3331E+05 0.2396E-02
 60 85 23 0.3340E+05 0.6881E-03
 60 90 1 0.3336E+05 0.2998E-04
 60 95 0 0.3326E+05 0.0000E+00
 60 100 0 0.3329E+05 0.0000E+00
 60 105 0 0.3327E+05 0.0000E+00
 60 110 0 0.3325E+05 0.0000E+00
 60 115 0 0.3370E+05 0.0000E+00
 60 120 0 0.3324E+05 0.0000E+00
 65 65 3380 0.3285E+05 0.9330E-01
 65 70 1892 0.3407E+05 0.5261E-01
 65 75 858 0.3517E+05 0.2382E-01
 65 80 321 0.3568E+05 0.8917E-02
 65 85 102 0.3599E+05 0.2826E-02
 65 90 25 0.3622E+05 0.6898E-03
 65 95 1 0.3624E+05 0.2759E-04
 65 100 0 0.3597E+05 0.0000E+00
 65 105 0 0.3591E+05 0.0000E+00
 65 110 0 0.3604E+05 0.0000E+00
 65 115 0 0.3620E+05 0.0000E+00
 65 120 0 0.3609E+05 0.0000E+00
 65 125 0 0.3599E+05 0.0000E+00
 65 130 0 0.3626E+05 0.0000E+00
 70 70 3339 0.3561E+05 0.8572E-01
 70 75 2088 0.3688E+05 0.5358E-01
 70 80 920 0.3799E+05 0.2365E-01
 70 85 452 0.3851E+05 0.1160E-01
 70 90 120 0.3870E+05 0.3091E-02
 70 95 28 0.3885E+05 0.7203E-03
 70 100 0 0.3878E+05 0.0000E+00
 70 105 4 0.3887E+05 0.1029E-03
 70 110 0 0.3872E+05 0.0000E+00
 70 115 0 0.3872E+05 0.0000E+00
 70 120 0 0.3871E+05 0.0000E+00
 70 125 0 0.3900E+05 0.0000E+00
 70 130 0 0.3888E+05 0.0000E+00
 70 135 0 0.3884E+05 0.0000E+00
 70 140 0 0.3906E+05 0.0000E+00
